text_id,text
chunk_0_11,"petar los principios constitucionales, cosa que no ocurría, u ocurría en menor medida, en el caso de una ley particular. En el
marco de un constitucionalismo flexible, era ese un argumento
de especial importancia para fundamentar la pretensión de universalidad absoluta del Código. Hoy, sin embargo, tanto el
Código Penal como las leyes especiales se hallan jerárquicamente subordinados a la Constitución y obligados a someterse
a ella, no sólo por esa jerarquía, sino también por la existencia
de un control jurisdiccional de la constitucionalidad. Consiguientemente, las leyes especiales no pueden suscitar la prevención
que históricamente provocaban.
Perturbadora, porque, aunque es innegable que un Código no
merecería ese nombre si no contuviese la mayor parte de las
normas penales y, desde luego los principios básicos informadores de toda la regulación, lo cierto es que hay materias que
difícilmente pueden introducirse en él. Pues, si una pretensión"
chunk_0_12,"merecería ese nombre si no contuviese la mayor parte de las
normas penales y, desde luego los principios básicos informadores de toda la regulación, lo cierto es que hay materias que
difícilmente pueden introducirse en él. Pues, si una pretensión
relativa de universalidad es inherente a la idea de Código, también lo son las de estabilidad y fijeza, y existen ámbitos en que,
por la especial situación del resto del ordenamiento, o por la
naturaleza misma de las cosas, esa estabilidad y fijeza son imposibles. Tal es, por ejemplo, el caso de los delitos relativos al
control de cambios. En ellos, la modificación constante de las
condiciones económicas y del contexto normativo, en el que,
quiérase o no, se integran tales delitos, aconseja situar las normas penales en dicho contexto y dejarlas fuera del Código: por
lo demás, ésa es nuestra tradición, y no faltan, en los países de
nuestro entorno, ejemplos caracterizados de un proceder semejante.
Así pues, en ese y en otros parecidos, se ha optado por remitir"
chunk_0_13,"lo demás, ésa es nuestra tradición, y no faltan, en los países de
nuestro entorno, ejemplos caracterizados de un proceder semejante.
Así pues, en ese y en otros parecidos, se ha optado por remitir
a las correspondientes leyes especiales la regulación penal de
las respectivas materias. La misma técnica se ha utilizado para
las normas reguladoras de la despenalización de la interrupción
voluntaria del embarazo. En este caso, junto a razones semejantes a las anteriormente expuestas, podría argüirse que no se
trata de normas incriminadoras, sino de normas que regulan
supuestos de no incriminación. El Tribunal Constitucional exigió
que, en la configuración de dichos supuestos, se adoptasen
garantías que no parecen propias de un Código Penal, sino más
bien de otro tipo de norma.
En la elaboración del proyecto se han tenido muy presentes las
discusiones parlamentarias del de 1992, el dictamen del Con18"
chunk_0_14,"sejo General del Poder Judicial, el estado de la jurisprudencia y
las opiniones de la doctrina científica. Se ha llevado a cabo
desde la idea, profundamente sentida, de que el Código Penal
ha de ser de todos y de que, por consiguiente, han de escucharse todas las opiniones y optar por las soluciones que parezcan más razonables, esto es, por aquéllas que todo el mundo
debería poder aceptar.
No se pretende haber realizado una obra perfecta, sino, simplemente, una obra útil. El Gobierno no tiene aquí la última palabra, sino solamente la primera. Se limita, pues, con este
proyecto, a pronunciarla, invitando a todas las fuerzas políticas
y a todos los ciudadanos a colaborar en la tarea de su perfeccionamiento. Solamente si todos deseamos tener un Código Penal
mejor y contribuimos a conseguirlo podrá lograrse un objetivo
cuya importancia para la convivencia y el pacífico disfrute de los
derechos y libertades que la Constitución proclama difícilmente
podría exagerarse."
chunk_0_15,"mejor y contribuimos a conseguirlo podrá lograrse un objetivo
cuya importancia para la convivencia y el pacífico disfrute de los
derechos y libertades que la Constitución proclama difícilmente
podría exagerarse.
TÍTULO PRELIMINAR. De las garantías penales y de la
aplicación de la Ley penal
Artículo 1
1. No será castigada ninguna acción ni omisión que no esté
prevista como delito por ley anterior a su perpetración.
2. Las medidas de seguridad sólo podrán aplicarse cuando
concurran los presupuestos establecidos previamente por la
Ley.
Artículo 2
1. No será castigado ningún delito con pena que no se halle
prevista por ley anterior a su perpetración. Carecerán, igualmente, de efecto retroactivo las leyes que establezcan
medidas de seguridad.
2. No obstante, tendrán efecto retroactivo aquellas leyes
penales que favorezcan al reo, aunque al entrar en vigor
hubiera recaído sentencia firme y el sujeto estuviese cumpliendo condena. En caso de duda sobre la determinación"
chunk_0_16,"medidas de seguridad.
2. No obstante, tendrán efecto retroactivo aquellas leyes
penales que favorezcan al reo, aunque al entrar en vigor
hubiera recaído sentencia firme y el sujeto estuviese cumpliendo condena. En caso de duda sobre la determinación
de la Ley más favorable, será oído el reo. Los hechos cometidos bajo la vigencia de una Ley temporal serán juzgados,
19"
chunk_0_17,"sin embargo, conforme a ella, salvo que se disponga expresamente lo contrario.
Artículo 3
1. No podrá ejecutarse pena ni medida de seguridad sino en
virtud de sentencia firme dictada por el Juez o Tribunal
competente, de acuerdo con las leyes procesales.
2. Tampoco podrá ejecutarse pena ni medida de seguridad en
otra forma que la prescrita por la Ley y reglamentos que la
desarrollan, ni con otras circunstancias o accidentes que los
expresados en su texto. La ejecución de la pena o de la
medida de seguridad se realizará bajo el control de los Jueces y Tribunales competentes.
Artículo 4
1. Las leyes penales no se aplicarán a casos distintos de los
comprendidos expresamente en ellas.
2. En el caso de que un Juez o Tribunal, en el ejercicio de su
jurisdicción, tenga conocimiento de alguna acción u omisión
que, sin estar penada por la Ley, estime digna de represión,
se abstendrá de todo procedimiento sobre ella y expondrá
al Gobierno las razones que le asistan para creer que debiera
ser objeto de sanción penal."
chunk_0_18,"que, sin estar penada por la Ley, estime digna de represión,
se abstendrá de todo procedimiento sobre ella y expondrá
al Gobierno las razones que le asistan para creer que debiera
ser objeto de sanción penal.
3. Del mismo modo acudirá al Gobierno exponiendo lo conveniente sobre la derogación o modificación del precepto o la
concesión de indulto, sin perjuicio de ejecutar desde luego
la sentencia, cuando de la rigurosa aplicación de las disposiciones de la Ley resulte penada una acción u omisión que,
a juicio del Juez o Tribunal, no debiera serlo, o cuando la
pena sea notablemente excesiva, atendidos el mal causado
por la infracción y las circunstancias personales del reo.
4. Si mediara petición de indulto, y el Juez o Tribunal hubiere
apreciado en resolución fundada que por el cumplimiento
de la pena puede resultar vulnerado el derecho a un proceso sin dilaciones indebidas, suspenderá la ejecución de la
misma en tanto no se resuelva sobre la petición formulada."
chunk_0_19,"apreciado en resolución fundada que por el cumplimiento
de la pena puede resultar vulnerado el derecho a un proceso sin dilaciones indebidas, suspenderá la ejecución de la
misma en tanto no se resuelva sobre la petición formulada.
También podrá el Juez o Tribunal suspender la ejecución de
la pena, mientras no se resuelva sobre el indulto cuando, de
ser ejecutada la sentencia, la finalidad de éste pudiera resultar ilusoria.
20"
chunk_0_20,"Artículo 5
No hay pena sin dolo o imprudencia.
Artículo 6
1. Las medidas de seguridad se fundamentan en la peligrosidad criminal del sujeto al que se impongan, exteriorizada en
la comisión de un hecho previsto como delito.
2. Las medidas de seguridad no pueden resultar ni más gravosas ni de mayor duración que la pena abstractamente aplicable al hecho cometido, ni exceder el límite de lo necesario
para prevenir la peligrosidad del autor.
Artículo 7
A los efectos de determinar la ley penal aplicable en el tiempo,
los delitos se consideran cometidos en el momento en que el
sujeto ejecuta la acción u omite el acto que estaba obligado a
realizar.
Artículo 8
Los hechos susceptibles de ser calificados con arreglo a dos o
más preceptos de este Código, y no comprendidos en los
artículos 73 a 77, se castigarán observando las siguientes reglas:
1.ª El precepto especial se aplicará con preferencia al general."
chunk_0_21,"Los hechos susceptibles de ser calificados con arreglo a dos o
más preceptos de este Código, y no comprendidos en los
artículos 73 a 77, se castigarán observando las siguientes reglas:
1.ª El precepto especial se aplicará con preferencia al general.
2.ª El precepto subsidiario se aplicará sólo en defecto del principal, ya se declare expresamente dicha subsidiariedad, ya
sea ésta tácitamente deducible.
3.ª El precepto penal más amplio o complejo absorberá a los
que castiguen las infracciones consumidas en aquél.
4.ª En defecto de los criterios anteriores, el precepto penal más
grave excluirá los que castiguen el hecho con pena menor.
Artículo 9
Las disposiciones de este Título se aplicarán a los delitos que se
hallen penados por leyes especiales. Las restantes disposiciones
de este Código se aplicarán como supletorias en lo no previsto
expresamente por aquéllas.
21"
chunk_0_22,"LIBRO I. Disposiciones generales sobre los delitos, las
personas responsables, las penas, medidas de seguridad y
demás consecuencias de la infracción penal"
chunk_0_23,"TÍTULO I. De la infracción penal
CAPÍTULO I. De los delitos
Artículo 10
Son delitos las acciones y omisiones dolosas o imprudentes
penadas por la ley.
Artículo 11
Los delitos que consistan en la producción de un resultado sólo
se entenderán cometidos por omisión cuando la no evitación
del mismo, al infringir un especial deber jurídico del autor, equivalga, según el sentido del texto de la ley, a su causación. A tal
efecto se equiparará la omisión a la acción:
a) Cuando exista una específica obligación legal o contractual
de actuar.
b) Cuando el omitente haya creado una ocasión de riesgo para
el bien jurídicamente protegido mediante una acción u omisión precedente.
Artículo 12
Las acciones u omisiones imprudentes sólo se castigarán cuando
expresamente lo disponga la Ley.
Artículo 13
1. Son delitos graves las infracciones que la Ley castiga con
pena grave.
2. Son delitos menos graves las infracciones que la Ley castiga
con pena menos grave.
3. Son delitos leves las infracciones que la ley castiga con pena"
chunk_0_24,"Artículo 13
1. Son delitos graves las infracciones que la Ley castiga con
pena grave.
2. Son delitos menos graves las infracciones que la Ley castiga
con pena menos grave.
3. Son delitos leves las infracciones que la ley castiga con pena
leve.
4. Cuando la pena, por su extensión, pueda incluirse a la vez
entre las mencionadas en los dos primeros números de este
artículo, el delito se considerará, en todo caso, como grave.
22"
chunk_0_25,"Cuando la pena, por su extensión, pueda considerarse como
leve y como menos grave, el delito se considerará, en todo
caso, como leve.
Artículo 14
1. El error invencible sobre un hecho constitutivo de la infracción penal excluye la responsabilidad criminal. Si el error,
atendidas las circunstancias del hecho y las personales del
autor, fuera vencible, la infracción será castigada, en su
caso, como imprudente.
2. El error sobre un hecho que cualifique la infracción o sobre
una circunstancia agravante, impedirá su apreciación.
3. El error invencible sobre la ilicitud del hecho constitutivo de la
infracción penal excluye la responsabilidad criminal. Si el error
fuera vencible, se aplicará la pena inferior en uno o dos grados.
Artículo 15
Son punibles el delito consumado y la tentativa de delito.
Artículo 16
1. Hay tentativa cuando el sujeto da principio a la ejecución del
delito directamente por hechos exteriores, practicando"
chunk_0_26,"Artículo 15
Son punibles el delito consumado y la tentativa de delito.
Artículo 16
1. Hay tentativa cuando el sujeto da principio a la ejecución del
delito directamente por hechos exteriores, practicando
todos o parte de los actos que objetivamente deberían producir el resultado, y sin embargo éste no se produce por
causas independientes de la voluntad del autor.
2. Quedará exento de responsabilidad penal por el delito
intentado quien evite voluntariamente la consumación del
delito, bien desistiendo de la ejecución ya iniciada, bien impidiendo la producción del resultado, sin perjuicio de la responsabilidad en que pudiera haber incurrido por los actos
ejecutados, si éstos fueren ya constitutivos de otro delito.
3. Cuando en un hecho intervengan varios sujetos, quedarán
exentos de responsabilidad penal aquél o aquéllos que
desistan de la ejecución ya iniciada, e impidan o intenten
impedir, seria, firme y decididamente, la consumación, sin"
chunk_0_27,"3. Cuando en un hecho intervengan varios sujetos, quedarán
exentos de responsabilidad penal aquél o aquéllos que
desistan de la ejecución ya iniciada, e impidan o intenten
impedir, seria, firme y decididamente, la consumación, sin
perjuicio de la responsabilidad en que pudieran haber incurrido por los actos ejecutados, si éstos fueren ya constitutivos de otro delito.
23"
chunk_0_28,"Artículo 17
1. La conspiración existe cuando dos o más personas se conciertan para la ejecución de un delito y resuelven ejecutarlo.
2. La proposición existe cuando el que ha resuelto cometer un
delito invita a otra u otras personas a participar en él.
3. La conspiración y la proposición para delinquir sólo se castigarán en los casos especialmente previstos en la ley.
Artículo 18
1. La provocación existe cuando directamente se incita por
medio de la imprenta, la radiodifusión o cualquier otro
medio de eficacia semejante, que facilite la publicidad, o
ante una concurrencia de personas, a la perpetración de un
delito.
Es apología, a los efectos de este Código, la exposición,
ante una concurrencia de personas o por cualquier medio
de difusión, de ideas o doctrinas que ensalcen el crimen o
enaltezcan a su autor. La apología sólo será delictiva como
forma de provocación y si por su naturaleza y circunstancias
constituye una incitación directa a cometer un delito."
chunk_0_29,"de difusión, de ideas o doctrinas que ensalcen el crimen o
enaltezcan a su autor. La apología sólo será delictiva como
forma de provocación y si por su naturaleza y circunstancias
constituye una incitación directa a cometer un delito.
2. La provocación se castigará exclusivamente en los casos en
que la Ley así lo prevea.
Si a la provocación hubiese seguido la perpetración del
delito, se castigará como inducción.
CAPÍTULO II. De las causas que eximen de la responsabilidad
criminal"
chunk_0_30,"Artículo 19
Los menores de dieciocho años no serán responsables criminalmente con arreglo a este Código.
Cuando un menor de dicha edad cometa un hecho delictivo
podrá ser responsable con arreglo a lo dispuesto en la ley que
regule la responsabilidad penal del menor.
Artículo 20
Están exentos de responsabilidad criminal:
24"
chunk_0_31,"1.º El que al tiempo de cometer la infracción penal, a causa de
cualquier anomalía o alteración psíquica, no pueda comprender la ilicitud del hecho o actuar conforme a esa comprensión.
El trastorno mental transitorio no eximirá de pena cuando
hubiese sido provocado por el sujeto con el propósito de cometer el delito o hubiera previsto o debido prever su comisión.
2.º El que al tiempo de cometer la infracción penal se halle en
estado de intoxicación plena por el consumo de bebidas alcohólicas, drogas tóxicas, estupefacientes, sustancias psicotrópicas u otras que produzcan efectos análogos, siempre que
no haya sido buscado con el propósito de cometerla o no se
hubiese previsto o debido prever su comisión, o se halle bajo
la influencia de un síndrome de abstinencia, a causa de su
dependencia de tales sustancias, que le impida comprender
la ilicitud del hecho o actuar conforme a esa comprensión.
3.º El que, por sufrir alteraciones en la percepción desde el"
chunk_0_32,"la influencia de un síndrome de abstinencia, a causa de su
dependencia de tales sustancias, que le impida comprender
la ilicitud del hecho o actuar conforme a esa comprensión.
3.º El que, por sufrir alteraciones en la percepción desde el
nacimiento o desde la infancia, tenga alterada gravemente
la conciencia de la realidad.
4.º El que obre en defensa de la persona o derechos propios o
ajenos, siempre que concurran los requisitos siguientes:
Primero. Agresión ilegítima. En caso de defensa de los
bienes se reputará agresión ilegítima el ataque a los mismos
que constituya delito y los ponga en grave peligro de deterioro o pérdida inminentes. En caso de defensa de la morada
o sus dependencias, se reputará agresión ilegítima la
entrada indebida en aquélla o éstas.
Segundo. Necesidad racional del medio empleado para
impedirla o repelerla.
Tercero. Falta de provocación suficiente por parte del
defensor.
5.º El que, en estado de necesidad, para evitar un mal propio o"
chunk_0_33,"entrada indebida en aquélla o éstas.
Segundo. Necesidad racional del medio empleado para
impedirla o repelerla.
Tercero. Falta de provocación suficiente por parte del
defensor.
5.º El que, en estado de necesidad, para evitar un mal propio o
ajeno lesione un bien jurídico de otra persona o infrinja un
deber, siempre que concurran los siguientes requisitos:
Primero. Que el mal causado no sea mayor que el que se
trate de evitar.
Segundo. Que la situación de necesidad no haya sido provocada intencionadamente por el sujeto.
25"
chunk_0_34,"Tercero. Que el necesitado no tenga, por su oficio o cargo,
obligación de sacrificarse.
6.º El que obre impulsado por miedo insuperable.
7.º El que obre en cumplimiento de un deber o en el ejercicio
legítimo de un derecho, oficio o cargo.
En los supuestos de los tres primeros números se aplicarán, en
su caso, las medidas de seguridad previstas en este Código.
CAPÍTULO III. De las circunstancias que atenúan la
responsabilidad criminal"
chunk_0_35,"Artículo 21
Son circunstancias atenuantes:
1.ª Las causas expresadas en el capítulo anterior, cuando no
concurrieren todos los requisitos necesarios para eximir de
responsabilidad en sus respectivos casos.
2.ª La de actuar el culpable a causa de su grave adicción a las
sustancias mencionadas en el número 2.º del artículo anterior.
3.ª La de obrar por causas o estímulos tan poderosos que hayan
producido arrebato, obcecación u otro estado pasional de
entidad semejante.
4.ª La de haber procedido el culpable, antes de conocer que el
procedimiento judicial se dirige contra él, a confesar la
infracción a las autoridades.
5.ª La de haber procedido el culpable a reparar el daño ocasionado a la víctima, o disminuir sus efectos, en cualquier
momento del procedimiento y con anterioridad a la celebración del acto del juicio oral.
6.ª La dilación extraordinaria e indebida en la tramitación del
procedimiento, siempre que no sea atribuible al propio
inculpado y que no guarde proporción con la complejidad
de la causa."
chunk_0_36,"6.ª La dilación extraordinaria e indebida en la tramitación del
procedimiento, siempre que no sea atribuible al propio
inculpado y que no guarde proporción con la complejidad
de la causa.
7.ª Cualquier otra circunstancia de análoga significación que las
anteriores.
26"
chunk_0_37,"CAPÍTULO IV. De las circunstancias que agravan la
responsabilidad criminal"
chunk_0_38,"Artículo 22
Son circunstancias agravantes:
1.ª Ejecutar el hecho con alevosía.
Hay alevosía cuando el culpable comete cualquiera de los
delitos contra las personas empleando en la ejecución
medios, modos o formas que tiendan directa o especialmente a asegurarla, sin el riesgo que para su persona
pudiera proceder de la defensa por parte del ofendido.
2.ª Ejecutar el hecho mediante disfraz, con abuso de superioridad o aprovechando las circunstancias de lugar, tiempo o
auxilio de otras personas que debiliten la defensa del ofendido o faciliten la impunidad del delincuente.
3.ª Ejecutar el hecho mediante precio, recompensa o promesa.
4.ª Cometer el delito por motivos racistas, antisemitas, antigitanos
u otra clase de discriminación referente a la ideología, religión
o creencias de la víctima, la etnia, raza o nación a la que pertenezca, su sexo, edad, orientación o identidad sexual o de
género, razones de género, de aporofobia o de exclusión"
chunk_0_39,"u otra clase de discriminación referente a la ideología, religión
o creencias de la víctima, la etnia, raza o nación a la que pertenezca, su sexo, edad, orientación o identidad sexual o de
género, razones de género, de aporofobia o de exclusión
social, la enfermedad que padezca o su discapacidad, con independencia de que tales condiciones o circunstancias concurran
efectivamente en la persona sobre la que recaiga la conducta.
5.ª Aumentar deliberada e inhumanamente el sufrimiento de la
víctima, causando a ésta padecimientos innecesarios para la
ejecución del delito.
6.ª Obrar con abuso de confianza.
7.ª Prevalerse del carácter público que tenga el culpable.
8.ª Ser reincidente.
Hay reincidencia cuando, al delinquir, el culpable haya sido condenado ejecutoriamente por un delito comprendido en el mismo
título de este Código, siempre que sea de la misma naturaleza.
A los efectos de este número no se computarán los antecedentes penales cancelados o que debieran serlo, ni los que correspondan a delitos leves.
27"
chunk_0_40,"Las condenas firmes de jueces o tribunales impuestas en otros
Estados de la Unión Europea producirán los efectos de reincidencia salvo que el antecedente penal haya sido cancelado o
pudiera serlo con arreglo al Derecho español.
CAPÍTULO V.

De la circunstancia mixta de parentesco"
chunk_0_41,"Artículo 23
Es circunstancia que puede atenuar o agravar la responsabilidad, según la naturaleza, los motivos y los efectos del delito, ser
o haber sido el agraviado cónyuge o persona que esté o haya
estado ligada de forma estable por análoga relación de afectividad, o ser ascendiente, descendiente o hermano por naturaleza
o adopción del ofensor o de su cónyuge o conviviente.
CAPÍTULO VI. Disposiciones generales
Artículo 24
1. A los efectos penales se reputará autoridad al que por sí
solo o como miembro de alguna corporación, tribunal u
órgano colegiado tenga mando o ejerza jurisdicción propia.
En todo caso, tendrán la consideración de autoridad los
miembros del Congreso de los Diputados, del Senado, de
las Asambleas Legislativas de las Comunidades Autónomas
y del Parlamento Europeo. Tendrán también la consideración de autoridad los funcionarios del Ministerio Fiscal y los
Fiscales de la Fiscalía Europea."
chunk_0_42,"las Asambleas Legislativas de las Comunidades Autónomas
y del Parlamento Europeo. Tendrán también la consideración de autoridad los funcionarios del Ministerio Fiscal y los
Fiscales de la Fiscalía Europea.
2. Se considerará funcionario público todo el que por disposición inmediata de la Ley o por elección o por nombramiento
de autoridad competente participe en el ejercicio de funciones públicas.
Artículo 25
A los efectos de este Código se entiende por discapacidad
aquella situación en que se encuentra una persona con deficiencias físicas, mentales, intelectuales o sensoriales de carácter permanente que, al interactuar con diversas barreras, puedan
limitar o impedir su participación plena y efectiva en la sociedad,
en igualdad de condiciones con las demás.
28"
chunk_0_43,"Asimismo a los efectos de este Código, se entenderá por persona con discapacidad necesitada de especial protección a
aquella persona con discapacidad que, tenga o no judicialmente
modificada su capacidad de obrar, requiera de asistencia o
apoyo para el ejercicio de su capacidad jurídica y para la toma
de decisiones respecto de su persona, de sus derechos o intereses a causa de sus deficiencias intelectuales o mentales de
carácter permanente.
Artículo 26
A los efectos de este Código se considera documento todo soporte
material que exprese o incorpore datos, hechos o narraciones con
eficacia probatoria o cualquier otro tipo de relevancia jurídica.
TÍTULO II. De las personas criminalmente responsables de
los delitos
Artículo 27
Son responsables criminalmente de los delitos los autores y los
cómplices.
Artículo 28
Son autores quienes realizan el hecho por sí solos, conjuntamente o por medio de otro del que se sirven como instrumento.
También serán considerados autores:"
chunk_0_44,"Son responsables criminalmente de los delitos los autores y los
cómplices.
Artículo 28
Son autores quienes realizan el hecho por sí solos, conjuntamente o por medio de otro del que se sirven como instrumento.
También serán considerados autores:
a) Los que inducen directamente a otro u otros a ejecutarlo.
b) Los que cooperan a su ejecución con un acto sin el cual no
se habría efectuado.
Artículo 29
Son cómplices los que, no hallándose comprendidos en el
artículo anterior, cooperan a la ejecución del hecho con actos
anteriores o simultáneos.
Artículo 30
1. En los delitos que se cometan utilizando medios o soportes
de difusión mecánicos no responderán criminalmente ni los
cómplices ni quienes los hubieren favorecido personal o
realmente.
29"
chunk_0_45,"2. Los autores a los que se refiere el artículo 28 responderán
de forma escalonada, excluyente y subsidiaria de acuerdo
con el siguiente orden:
1.º Los que realmente hayan redactado el texto o producido el signo de que se trate, y quienes les hayan inducido a realizarlo.
2.º Los directores de la publicación o programa en que se
difunda.
3.º Los directores de la empresa editora, emisora o difusora.
4.º Los directores de la empresa grabadora, reproductora
o impresora.
3. Cuando por cualquier motivo distinto de la extinción de la
responsabilidad penal, incluso la declaración de rebeldía o
la residencia fuera de España, no pueda perseguirse a ninguna de las personas comprendidas en alguno de los números del apartado anterior, se dirigirá el procedimiento contra
las mencionadas en el número inmediatamente posterior.
Artículo 31
El que actúe como administrador de hecho o de derecho de una
persona jurídica, o en nombre o representación legal o voluntaria de otro, responderá personalmente, aunque no concurran en"
